Papel,Segmento,Cotação,FFO Yield,Dividend Yield,P/VP,Valor de Mercado,Liquidez,Qtd de imóveis,Preço do m2,Aluguel por m2,Cap Rate,Vacância Média
INRD11,Residencial,7365,"12,23%","9,80%",63,83.276.500,52.682,5,"3.171,79",54305,"17,12%","1,18%"
IRDM11,Títulos e Val. Mob.,6712,"14,44%","13,76%",81,2.445.440.000,2.666.330,0,000,000,"0,00%","0,00%"
IRIM11,Híbrido,6738,"15,19%","14,50%",78,129.370.000,24.685,1,"2.613,57",000,"0,00%","0,00%"
ISCJ11,Títulos e Val. Mob.,9619,"9,44%","8,57%",40,18.050.100,82,0,000,000,"0,00%","0,00%"
ITIP11,Títulos e Val. Mob.,6402,"6,07%","12,98%",92,47.896.600,69.426,0,000,000,"0,00%","0,00%"
ITIT11,Títulos e Val. Mob.,6793,"13,59%","10,71%",89,61.170.600,111.989,0,000,000,"0,00%","0,00%"
ITRI11,Híbrido,7842,"11,46%","12,15%",85,490.125.000,839.556,0,000,000,"0,00%","0,00%"
JASC11,Híbrido,10325,"7,16%","7,19%",91,360.275.000,1.648,16,"3.520,73",31377,"8,91%","1,30%"
JBFO11,Títulos e Val. Mob.,8201,"9,02%","0,00%",104,104.897.000,0,0,000,000,"0,00%","0,00%"
JCCJ11,Títulos e Val. Mob.,15950,"3,45%","3,52%",84,266.127.000,947.176,0,000,000,"0,00%","0,00%"
JCIN11,Títulos e Val. Mob.,15000,"4,78%","4,30%",96,197.658.000,1.934.280,0,000,000,"0,00%","0,00%"
JFLL11,Residencial,6920,"19,15%","9,62%",64,103.841.000,54.820,2,"7.059,92","1.636,10","23,17%","9,00%"
JGPX11,Híbrido,6550,"18,66%","13,23%",69,140.252.000,207.401,0,000,000,"0,00%","0,00%"
JPPA11,Híbrido,7897,"15,84%","15,87%",82,71.392.800,108.702,0,000,000,"0,00%","0,00%"
JPPC11,Híbrido,12889,"-5,40%","7,40%",62,7.088.950,8.628,0,000,000,"0,00%","0,00%"
JRDM11,Shoppings,8590,"7,97%","0,00%",96,216.723.000,0,1,"7.394,68",67149,"9,08%","1,19%"
JSAF11,Títulos e Val. Mob.,760,"12,67%","14,43%",85,589.177.000,1.657.630,0,000,000,"0,00%","0,00%"
JSCR11,Títulos e Val. Mob.,835,"9,40%","11,06%",89,184.845.000,337.246,0,000,000,"0,00%","0,00%"
JSRE11,Híbrido,6252,"9,70%","9,14%",61,1.298.370.000,1.844.140,6,"11.097,80","1.137,81","10,25%","2,98%"
KCRE11,Títulos e Val. Mob.,891,"12,97%","12,97%",94,320.760.000,340.297,0,000,000,"0,00%","0,00%"
KDOL11,Títulos e Val. Mob.,9600,"-0,40%","3,95%",93,64.414.300,151.353,0,000,000,"0,00%","0,00%"
KEVE11,Residencial,83000,"10,15%","21,61%",149,122.592.000,45.580,1,000,000,"0,00%","0,00%"
KFEN11,Outros,"1.100,00","3,38%","5,25%",115,196.516.000,262,0,000,000,"0,00%","0,00%"
KFOF11,Títulos e Val. Mob.,8029,"11,26%","11,10%",92,563.199.000,1.132.680,0,000,000,"0,00%","0,00%"
KINP11,Residencial,982,"0,00%","0,00%",0,0,0,1,000,000,"0,00%","0,00%"
KISU11,Títulos e Val. Mob.,685,"12,08%","12,04%",84,302.743.000,622.134,0,000,000,"0,00%","0,00%"
KIVO11,Títulos e Val. Mob.,6629,"17,39%","16,76%",78,147.345.000,469.400,0,000,000,"0,00%","0,00%"
KNCA11,Títulos e Val. Mob.,9491,"11,66%","13,35%",92,2.050.050.000,2.657.800,0,000,000,"0,00%","0,00%"
KNCR11,Títulos e Val. Mob.,10270,"9,13%","11,90%",101,7.857.550.000,11.153.800,0,000,000,"0,00%","0,00%"
KNHF11,Híbrido,8952,"12,09%","12,10%",91,1.760.250.000,3.012.960,3,"19.570,50","1.155,25","5,90%","1,66%"
KNHY11,Títulos e Val. Mob.,10096,"11,49%","13,34%",102,2.843.990.000,2.668.710,0,000,000,"0,00%","0,00%"
KNIP11,Títulos e Val. Mob.,9030,"12,48%","12,12%",98,7.231.060.000,5.744.100,0,000,000,"0,00%","0,00%"
KNRE11,Residencial,026,"-2,62%","0,00%",39,4.822.260,3.107,0,000,000,"0,00%","0,00%"
KNRI11,Híbrido,14407,"8,00%","8,27%",89,4.063.360.000,6.366.230,20,"5.034,59",38327,"7,61%","0,11%"
KNSC11,Títulos e Val. Mob.,879,"8,35%","12,48%",100,1.777.360.000,4.949.670,0,000,000,"0,00%","0,00%"
KNUQ11,Títulos e Val. Mob.,10455,"10,26%","12,69%",103,1.600.920.000,2.578.050,0,000,000,"0,00%","0,00%"
KOPA11,Títulos e Val. Mob.,94251,"12,57%","19,41%",94,334.287.000,282.154,0,000,000,"0,00%","0,00%"
KORE11,Títulos e Val. Mob.,8091,"18,48%","18,25%",76,778.759.000,1.968.270,4,"12.642,60","1.746,87","13,82%","2,34%"
LAFI11,Híbrido,11331,"8,32%","11,67%",99,64.330.800,277.815,2,749,070,"9,40%","0,00%"
LASC11,Shoppings,9999,"9,31%","8,97%",70,294.000.000,200.233,2,"14.281,30","1.439,92","10,08%","2,40%"
LATR11B,Residencial,951,"-16,36%","0,00%",90,1.180.230,0,0,000,000,"0,00%","0,00%"
LFTT11,Outros,815,"-8,63%","0,00%",55,26.609.800,37.919,51,5585,000,"0,00%","99,33%"
LGCP11,Logística,8295,"11,25%","5,21%",82,374.279.000,0,5,"3.097,83",37513,"12,11%","0,84%"
LIFE11,Outros,862,"12,13%","18,20%",87,326.709.000,727.920,0,000,000,"0,00%","0,00%"
LLAO11,Híbrido,5720,"-8,83%","0,00%",109,20.657.200,1,13,"5.631,87",000,"0,00%","0,00%"
LOFT11B,Outros,2990,"-1,60%","0,00%",2801,58.678.800,0,2,12714,016,"0,13%","100,00%"
LPLP11,Residencial,45000,"14,26%","35,74%",114,261.230.000,20,0,000,000,"0,00%","0,00%"
LRDI11,Híbrido,8648,"-0,41%","0,00%",105,31.978.500,2,0,000,000,"0,00%","0,00%"
LSAG11,Títulos e Val. Mob.,7690,"15,98%","15,06%",78,77.617.800,48.093,0,000,000,"0,00%","0,00%"
LSPA11,Outros,2401,"175,20%","34,24%",115,9.712.040,0,0,000,000,"0,00%","0,00%"
LTMT11,Residencial,9521,"5,21%","8,03%",100,11.897.400,0,0,000,000,"0,00%","0,00%"
LUGG11,Residencial,7282,"11,94%","4,76%",62,82.338.000,0,5,"3.133,26",52929,"16,89%","3,31%"
LVBI11,Logística,10027,"9,56%","9,82%",80,1.616.210.000,2.403.150,10,"2.897,78",30489,"10,52%","7,93%"
MALL11,Híbrido,10044,"14,16%","9,61%",83,1.404.360.000,2.951.560,11,"4.654,39",75588,"16,24%","3,64%"
MANA11,Títulos e Val. Mob.,852,"8,50%","14,48%",92,319.808.000,1.300.230,0,000,000,"0,00%","0,00%"
MATV11,Títulos e Val. Mob.,8663,"11,42%","0,00%",92,36.901.600,0,0,000,000,"0,00%","0,00%"
MAXR11,Híbrido,6403,"7,96%","28,54%",61,72.075.700,56.234,7,"1.188,51",11841,"9,96%","24,55%"
MBRF11,Outros,67900,"4,63%","0,00%",98,69.029.900,0,2,"3.833,27",14042,"3,66%","81,98%"
MCCI11,Títulos e Val. Mob.,8502,"11,26%","11,75%",90,1.441.940.000,3.366.570,0,000,000,"0,00%","0,00%"
MCEM11,Títulos e Val. Mob.,6528,"-0,32%","0,73%",197,188.641.000,207.389,0,000,000,"0,00%","0,00%"
MCHF11,Títulos e Val. Mob.,905,"11,76%","0,00%",87,292.806.000,0,3,000,000,"0,00%","0,00%"
MCHY11,Títulos e Val. Mob.,858,"11,16%","9,79%",86,957.519.000,0,1,"1.583,25",5306,"3,35%","35,85%"
MCLO11,Híbrido,1023,"2,15%","4,34%",102,1.275.100.000,1.609.220,4,"1.786,94",3046,"1,70%","0,00%"
MCRE11,Títulos e Val. Mob.,858,"12,60%","14,49%",84,957.519.000,3.275.270,1,"1.561,09",8015,"5,13%","35,85%"
MFAI11,Híbrido,6998,"0,00%","2,46%",0,0,0,0,000,000,"0,00%","0,00%"
MFCR11,Híbrido,2460,"0,00%","15,81%",0,0,0,0,000,000,"0,00%","0,00%"
MFII11,Híbrido,8132,"4,08%","16,71%",78,484.862.000,875.559,3,"8.297,62",000,"0,00%","0,00%"
MGCR11,Títulos e Val. Mob.,940,"11,11%","0,00%",96,126.115.000,0,0,000,000,"0,00%","0,00%"
MGFF11,Títulos e Val. Mob.,6999,"0,00%","0,00%",0,0,0,0,000,000,"0,00%","0,00%"
MGHT11,Híbrido,1656,"1,85%","3,47%",63,21.756.300,206.269,1,"4.046,40",34544,"8,54%","0,00%"
MGIM11,Híbrido,10150,"-2,38%","0,00%",103,25.101.000,0,0,000,000,"0,00%","0,00%"
MGLG11,Híbrido,4099,"5,82%","0,00%",91,103.703.000,0,6,"3.132,38",7543,"2,41%","8,72%"
MINT11,Outros,9650,"13,23%","15,98%",99,50.180.000,0,3,000,53236,"0,00%","0,00%"
MMPD11,Outros,11061,"8,31%","8,42%",98,58.678.300,0,0,000,000,"0,00%","0,00%"
MORC11,Títulos e Val. Mob.,8987,"12,37%","0,00%",92,171.455.000,0,0,000,000,"0,00%","0,00%"
MORE11,Títulos e Val. Mob.,7621,"6,04%","0,00%",88,176.740.000,0,0,000,000,"0,00%","0,00%"
MXRF11,Híbrido,938,"10,09%","12,02%",100,4.102.110.000,11.322.700,2,"25.123,30",000,"0,00%","0,00%"
NAUI11,Outros,"1.030,00","-1,24%","0,00%",278,53.287.000,0,0,000,000,"0,00%","0,00%"
NAVT11,Títulos e Val. Mob.,7045,"11,72%","14,16%",83,43.135.300,77.263,0,000,000,"0,00%","0,00%"
NCHB11B,Títulos e Val. Mob.,797,"15,42%","14,84%",82,121.793.000,7.729,0,000,000,"0,00%","0,00%"
NCRA11,Títulos e Val. Mob.,770,"21,21%","15,44%",73,34.341.600,63.185,0,000,000,"0,00%","0,00%"
NCRI11,Títulos e Val. Mob.,868,"13,78%","13,98%",87,34.286.000,24.066,0,000,000,"0,00%","0,00%"
NEWL11,Híbrido,10303,"15,14%","11,07%",78,290.278.000,387.271,3,"3.030,98",41552,"13,71%","0,00%"
NEWU11,Híbrido,8400,"5,36%","1,06%",108,62.328.000,423.092,3,"4.460,44",76795,"17,22%","47,02%"
NEXG11,Outros,12850,"3,64%","8,37%",129,89.757.200,358.034,0,000,000,"0,00%","0,00%"
NPAR11,Outros,1282,"213,32%","0,00%",70,1.533.140,0,0,000,000,"0,00%","0,00%"
NSLU11,Hospital,16401,"11,18%","11,24%",78,212.112.000,325.227,1,"8.661,13","1.048,18","12,10%","0,00%"
NVHO11,Hospital,1297,"14,37%","7,84%",78,538.184.000,6.159,4,"17.475,40","2.589,45","14,82%","0,00%"
OBAL11,Residencial,"1.095,00","-2,93%","21,49%",89,154.701.000,0,4,"21.358,00",014,"0,00%","0,00%"
OCRE11,Títulos e Val. Mob.,7300,"9,98%","10,89%",81,30.878.000,24.644,0,000,000,"0,00%","0,00%"
OGHY11,Títulos e Val. Mob.,872,"7,32%","0,00%",92,23.678.100,0,0,000,000,"0,00%","0,00%"
OIAG11,Títulos e Val. Mob.,757,"13,67%","15,70%",76,68.379.800,203.085,0,000,000,"0,00%","0,00%"
ONEF11,Lajes Corporativas,20003,"6,08%","0,00%",109,182.227.000,0,0,000,000,"0,00%","0,00%"
ORPD11,Títulos e Val. Mob.,9300,"0,00%","0,00%",65,26.970.000,0,0,000,000,"0,00%","0,00%"
OUCY11,Híbrido,8850,"0,00%","0,00%",0,0,0,8,000,16102,"0,00%","0,00%"
OUFF11,Títulos e Val. Mob.,6110,"0,00%","2,24%",0,0,0,0,000,000,"0,00%","0,00%"
OUJP11,Híbrido,7944,"14,96%","14,12%",80,258.369.000,412.060,0,000,000,"0,00%","0,00%"
OULG11,Logística,3750,"6,12%","1,99%",61,93.048.200,291.241,2,"1.254,56",14139,"11,27%","0,00%"
OURE11,Híbrido,7820,"0,00%","2,57%",0,0,0,8,000,16102,"0,00%","0,00%"
PATA11,Outros,1050,"9,78%","8,94%",105,17.871.100,9.255,0,000,000,"0,00%","0,00%"
PATC11,Lajes Corporativas,3860,"4,47%","4,31%",94,134.229.000,328.577,4,"17.225,80","1.145,24","6,65%","0,00%"
PATL11,Logística,4948,"14,53%","13,66%",51,246.981.000,395.786,4,"1.583,36",27233,"17,20%","8,79%"
PDDA11B,Logística,10650,"2,16%","0,00%",172,264.257.000,0,2,"3.562,95",14139,"3,97%","0,00%"
PEMA11,Títulos e Val. Mob.,5040,"13,83%","15,36%",81,27.820.800,401,0,000,000,"0,00%","0,00%"
PLAG11,Outros,4835,"11,05%","11,09%",80,252.476.000,288.558,12,"1.828,25",22189,"12,14%","0,00%"
PLCA11,Títulos e Val. Mob.,7164,"21,36%","14,57%",75,39.904.800,92.675,0,000,000,"0,00%","0,00%"
PLCR11,Títulos e Val. Mob.,8063,"15,24%","12,08%",88,170.062.000,190.795,0,000,000,"0,00%","0,00%"
PLOG11,Logística,6671,"14,54%","0,00%",62,50.032.500,0,1,69698,13027,"18,69%","0,00%"
PLRI11,Títulos e Val. Mob.,1490,"4,64%","39,32%",82,14.219.100,5.486,0,000,000,"0,00%","0,00%"
PMFO11,Títulos e Val. Mob.,8745,"8,02%","11,28%",100,85.343.100,13.169,0,000,000,"0,00%","0,00%"
PMIS11,Títulos e Val. Mob.,800,"12,13%","14,08%",87,118.426.000,259.579,0,000,000,"0,00%","0,00%"
PNCR11,Residencial,6865,"-0,36%","11,88%",128,34.325.000,0,1,"26.975,30",000,"0,00%","0,00%"
PNDL11,Títulos e Val. Mob.,"1.039,00","-0,38%","0,00%",98,149.961.000,147.927,0,000,000,"0,00%","0,00%"
PNPR11,Híbrido,5000,"4,97%","0,00%",131,44.890.800,52.673,0,000,000,"0,00%","0,00%"
PNRC11,Híbrido,10595,"5,81%","7,22%",196,43.450.100,0,3,"14.862,30",000,"0,00%","0,00%"
PORD11,Títulos e Val. Mob.,823,"12,63%","12,87%",86,306.845.000,484.504,0,000,000,"0,00%","0,00%"
PQAG11,Logística,5699,"10,05%","9,68%",99,797.398.000,461.210,1,"12.599,40","1.223,78","9,71%","0,00%"
PQDP11,Shoppings,"2.400,00","10,20%","9,14%",72,241.346.000,184.772,1,"1.838,55",21144,"11,50%","2,16%"
PRSN11,Residencial,133,"-9,89%","37,71%",40,4.297.560,197,2,"8.290,14",000,"0,00%","0,00%"
PRSV11,Lajes Corporativas,4710,"-20,02%","0,00%",32,10.057.400,642,1,"1.017,21",000,"0,00%","100,00%"
PULV11,Títulos e Val. Mob.,791,"16,42%","12,98%",80,94.921.900,26.799,0,000,000,"0,00%","0,00%"
PURB11,Híbrido,9510,"11,88%","0,00%",82,107.954.000,0,2,"19.149,10","2.369,56","12,37%","9,70%"
PVBI11,Lajes Corporativas,7606,"8,96%","8,75%",72,2.063.510.000,3.568.570,7,"19.586,50","1.843,03","9,41%","13,29%"
QAGR11,Outros,4100,"13,19%","12,94%",68,206.640.000,149.034,12,"1.432,53",21765,"15,19%","0,00%"
QAMI11,Títulos e Val. Mob.,8468,"24,53%","0,00%",91,67.862.400,0,0,000,000,"0,00%","0,00%"
QIFF11,Títulos e Val. Mob.,9749,"7,63%","0,00%",109,14.623.500,0,0,000,000,"0,00%","0,00%"
QIRI11,Títulos e Val. Mob.,7804,"9,53%","0,00%",87,11.706.000,0,0,000,000,"0,00%","0,00%"
QMFF11,Títulos e Val. Mob.,9852,"7,55%","0,00%",110,14.778.000,0,0,000,000,"0,00%","0,00%"
RBBV11,Títulos e Val. Mob.,10000,"6,51%","0,00%",99,125.416.000,0,0,000,000,"0,00%","0,00%"
RBCO11,Lajes Corporativas,4400,"12,33%","8,39%",49,166.276.000,144.616,4,"3.812,31",61484,"16,13%","0,00%"
RBDS11,Residencial,255,"-60,12%","0,00%",14,322.634,95,0,000,000,"0,00%","0,00%"
RBED11,Outros,9403,"15,89%","17,01%",0,221.443.000,0,0,000,000,"0,00%","0,00%"
RBFF11,Títulos e Val. Mob.,5143,"12,57%","11,80%",85,192.822.000,314.318,0,000,000,"0,00%","0,00%"
RBGS11,Shoppings,2845,"3,30%","0,00%",31,30.669.100,0,1,"1.051,57",5268,"5,01%","11,94%"
RBHG11,Títulos e Val. Mob.,6549,"12,67%","15,24%",75,141.980.000,255.843,0,000,000,"0,00%","0,00%"
RBHY11,Títulos e Val. Mob.,8094,"12,75%","15,03%",87,153.260.000,264.007,0,000,000,"0,00%","0,00%"
RBIR11,Residencial,8751,"3,18%","5,71%",94,133.769.000,111.914,1,"61.656,40",000,"0,00%","0,00%"
RBIV11,Títulos e Val. Mob.,8370,"9,92%","0,00%",97,181.458.000,0,0,000,000,"0,00%","0,00%"
RBLG11,Logística,3550,"19,54%","21,89%",53,22.727.100,140,1,21952,2821,"12,85%","0,00%"
RBOP11,Outros,20700,"17,24%","8,95%",30,21.044.400,19.350,2,"1.171,93",15220,"12,99%","81,98%"
RBRD11,Híbrido,3950,"13,56%","13,27%",61,73.145.500,56.786,5,"1.809,58",26760,"14,79%","9,50%"
RBRF11,Títulos e Val. Mob.,695,"16,03%","11,86%",81,950.814.000,1.810.680,0,000,000,"0,00%","0,00%"
RBRI11,Híbrido,87000,"48,21%","36,84%",107,121.509.000,3.171,0,000,000,"0,00%","0,00%"
RBRL11,Logística,7791,"9,56%","11,21%",74,520.987.000,599.862,5,"2.056,46",25651,"12,47%","0,00%"
RBRM11,Títulos e Val. Mob.,"160.000,00","-8,41%","0,00%",816,86.240.000,0,0,000,000,"0,00%","0,00%"
RBRP11,Outros,4820,"7,14%","12,15%",63,587.037.000,1.120.230,6,"9.338,38",68570,"7,34%","0,00%"
RBRR11,Títulos e Val. Mob.,8597,"10,40%","12,17%",93,1.294.470.000,2.748.240,0,000,000,"0,00%","0,00%"
RBRS11,Híbrido,4596,"-1,69%","0,76%",48,79.708.400,34.874,3,"12.444,80",72853,"5,85%","29,54%"
RBRX11,Títulos e Val. Mob.,817,"12,27%","12,59%",85,240.759.000,411.033,1,"9.710,92",000,"0,00%","0,00%"
RBRY11,Títulos e Val. Mob.,9195,"10,95%","12,92%",96,1.174.160.000,2.387.390,0,000,000,"0,00%","0,00%"
RBTS11,Outros,38800,"-2,18%","6,80%",100,21.931.700,415,0,000,000,"0,00%","0,00%"
RBVA11,Outros,842,"87,19%","12,07%",8,131.472.000,1.850.420,82,43598,49887,"114,43%","8,76%"
RBVO11,Lajes Corporativas,533,"0,00%","17,49%",0,0,0,0,000,000,"0,00%","0,00%"
RCFF11,Títulos e Val. Mob.,9800,"27,00%","20,81%",96,31.673.600,6.524,0,000,000,"0,00%","0,00%"
RCRB11,Lajes Corporativas,12532,"8,23%","8,49%",62,462.518.000,965.031,9,"11.806,80","1.231,94","10,43%","2,30%"
RCRI11B,Híbrido,"1.200,00","4,39%","0,00%",116,61.214.400,0,0,000,000,"0,00%","0,00%"
RDES11,Híbrido,5800,"2,54%","0,00%",75,43.036.000,0,3,"3.089,11",43109,"13,96%","47,02%"
RDPD11,Títulos e Val. Mob.,2296,"4,47%","0,00%",223,172.391.000,0,0,000,000,"0,00%","0,00%"
RECD11,Títulos e Val. Mob.,900,"6,01%","9,59%",91,49.084.000,784,0,000,000,"0,00%","0,00%"
RECM11,Híbrido,850,"5,71%","8,48%",87,71.404.400,26.145,0,000,000,"0,00%","0,00%"
RECR11,Títulos e Val. Mob.,8144,"13,51%","14,22%",91,2.153.410.000,2.975.360,1,"41.886,60",000,"0,00%","100,02%"
RECT11,Híbrido,3269,"13,65%","13,06%",36,279.287.000,264.711,9,"3.674,60",77667,"21,14%","7,30%"
RECX11,Títulos e Val. Mob.,6799,"10,80%","1,89%",94,14.843.100,0,0,000,000,"0,00%","0,00%"
REIT11,Títulos e Val. Mob.,8500,"10,50%","8,45%",29,2.234.740,12,0,000,000,"0,00%","0,00%"
RELG11,Híbrido,7086,"4,95%","7,55%",64,94.567.100,361.105,5,96562,18156,"18,80%","8,47%"
RENV11,Outros,661,"-6,17%","3,84%",70,6.787.110,3.180,0,000,000,"0,00%","0,00%"
RFOF11,Títulos e Val. Mob.,5985,"12,36%","13,48%",85,64.528.100,141.837,0,000,000,"0,00%","0,00%"
RINV11,Títulos e Val. Mob.,10340,"7,80%","12,50%",100,339.104.000,430.464,0,000,000,"0,00%","0,00%"
RMAI11,Híbrido,8200,"7,31%","7,10%",77,200.392.000,69.821,2,"4.767,60",49855,"10,46%","38,25%"
RNDP11,Títulos e Val. Mob.,4050,"7,21%","35,93%",72,4.352.980,0,0,000,000,"0,00%","0,00%"
RNGO11,Lajes Corporativas,4498,"10,76%","10,09%",54,120.366.000,72.656,4,"2.062,36",30195,"14,64%","13,21%"
ROOF11,Outros,38640,"-12,72%","0,00%",93,29.944.100,1.654,42,"1.178,67",018,"0,02%","0,00%"
RPRI11,Títulos e Val. Mob.,8566,"12,79%","14,29%",86,297.388.000,361.649,0,000,000,"0,00%","0,00%"
RRCI11,Títulos e Val. Mob.,7350,"13,18%","13,71%",81,35.409.100,11.095,0,000,000,"0,00%","0,00%"
RSPD11,Residencial,"1.025,00","6,28%","7,01%",106,152.736.000,16.014,1,"89.287,10",000,"0,00%","0,00%"
RURA11,Títulos e Val. Mob.,820,"13,08%","12,27%",80,1.312.820.000,2.043.360,0,000,000,"0,00%","0,00%"
RVBI11,Títulos e Val. Mob.,6400,"13,22%","13,51%",84,657.665.000,1.123.130,0,000,000,"0,00%","0,00%"
RZAG11,Títulos e Val. Mob.,881,"18,91%","15,27%",92,599.436.000,1.407.210,0,000,000,"0,00%","0,00%"
RZAK11,Títulos e Val. Mob.,8095,"15,56%","16,53%",94,712.998.000,1.830.160,0,000,000,"0,00%","0,00%"
RZAT11,Híbrido,9094,"-57,52%","13,74%",89,385.135.000,903.689,11,"1.268,65",11440,"9,02%","0,00%"
RZDM11,Híbrido,55016,"19,74%","0,00%",415,88.025.600,0,4,"61.028,80",000,"0,00%","0,00%"
RZEO11,Outros,19300,"-0,28%","26,96%",95,608.514.000,142,36,97063,20845,"21,48%","0,00%"
RZLC11,Outros,"1.005,89","8,13%","9,33%",101,50.294.500,696.244,0,000,000,"0,00%","0,00%"
RZTR11,Títulos e Val. Mob.,9078,"18,06%","13,06%",94,1.711.360.000,3.489.460,17,259,031,"12,10%","24,40%"
RZZR11,Outros,15989,"7,63%","8,63%",96,808.000.000,51.312,10,3893,312,"8,02%","0,00%"
RZZV11,Logística,"1.100,00","2,53%","1,87%",109,120.396.000,15.979,1,70171,1836,"2,62%","0,00%"
SADI11,Títulos e Val. Mob.,874,"12,34%","12,38%",90,135.355.000,134.657,0,000,000,"0,00%","0,00%"
SAIC11,Lajes Corporativas,3404,"-2,42%","0,00%",61,48.668.300,4,1,"4.432,64",7069,"1,59%","100,00%"
SAPI11,Títulos e Val. Mob.,872,"13,05%","13,04%",87,134.609.000,112.861,0,000,000,"0,00%","0,00%"
SARE11,Híbrido,473,"6,22%","5,93%",61,436.784.000,1.229.570,2,"2.512,26",29772,"11,85%","89,68%"
SCPF11,Híbrido,295,"1,13%","0,00%",28,12.390.000,3.945,2,"2.519,68",67570,"26,82%","27,01%"
SDIL11,Logística,9650,"5,44%","0,00%",100,746.822.000,0,6,"1.965,97",25182,"12,81%","0,00%"
SDIP11,Lajes Corporativas,8800,"1,98%","0,00%",89,371.533.000,0,5,"11.069,00","1.012,66","9,15%","0,00%"
SEED11,Híbrido,10000,"10,26%","11,91%",113,164.000.000,15.476,0,000,000,"0,00%","0,00%"
SEQR11,Outros,4860,"14,59%","14,15%",52,80.952.800,78.006,4,"1.979,84",36995,"18,69%","0,00%"
SHDP11B,Shoppings,"1.210,05","9,01%","8,84%",87,1.439.630.000,0,1,"11.043,50","1.143,50","10,35%","2,16%"
SHOP11,Híbrido,2599,"7,61%","0,00%",73,58.535.900,3.437,1,"2.162,24",29253,"13,53%","44,36%"
SHPH11,Shoppings,97000,"6,14%","8,40%",93,590.681.000,90.521,1,"14.951,10","1.179,73","7,89%","1,95%"
SIGR11,Títulos e Val. Mob.,9990,"3,09%","1,28%",103,200.302.000,0,0,000,000,"0,00%","0,00%"
SJAU11,Logística,2430,"47,43%","14,02%",121,192.754.000,6.551,0,000,000,"0,00%","0,00%"
SMRE11,Outros,7999,"0,21%","15,56%",78,75.596.800,263.917,0,000,000,"0,00%","0,00%"
SNAG11,Híbrido,973,"11,40%","12,95%",95,591.004.000,1.375.760,3,12531,1203,"9,60%","0,00%"
SNCI11,Títulos e Val. Mob.,9191,"12,12%","12,85%",94,386.022.000,446.704,0,000,000,"0,00%","0,00%"
SNCR11,Híbrido,9780,"13,30%","0,00%",102,472.992.000,0,0,000,000,"0,00%","0,00%"
SNEL11,Híbrido,859,"4,81%","13,76%",106,329.291.000,1.062.360,1,000,000,"7,10%","0,00%"
SNFF11,Títulos e Val. Mob.,7337,"9,13%","13,26%",88,294.994.000,584.504,0,000,000,"0,00%","0,00%"
SNFZ11,Híbrido,982,"5,15%","6,06%",100,60.884.000,47.082,2,"40.893,30",61393,"1,50%","0,00%"
SNLG11,Híbrido,080,"342,61%","1,24%",-709,2.023.970,104.708,0,000,000,"0,00%","0,00%"
SNME11,Híbrido,970,"11,99%","12,83%",102,71.957.000,27.526,0,000,000,"0,00%","0,00%"
SOFF11,Outros,10194,"-1,01%","4,45%",109,32.884.000,135.420,0,000,000,"0,00%","0,00%"
SOLR11,Híbrido,"1.051,35","-2,14%","0,00%",110,67.778.400,0,1,"7.709,29",000,"0,00%","0,00%"
SPDE11,Residencial,"1.266,67","12,71%","13,39%",94,115.774.000,0,0,000,000,"0,00%","0,00%"
SPMO11,Híbrido,14400,"-0,13%","0,00%",107,260.974.000,0,0,000,000,"0,00%","0,00%"
SPTW11,Lajes Corporativas,3502,"26,44%","14,07%",60,62.966.000,56.157,1,"4.387,16","1.265,33","28,84%","0,00%"
SPXS11,Híbrido,861,"12,06%","13,59%",92,173.828.000,357.120,0,000,000,"0,00%","0,00%"
SRVD11,Títulos e Val. Mob.,300,"-0,12%","0,00%",552,288.858.000,0,0,000,000,"0,00%","0,00%"
STRX11,Híbrido,15361,"8,21%","6,15%",108,247.859.000,4,2,"4.703,01",40454,"8,60%","6,88%"
TBOF11,Lajes Corporativas,10150,"-0,11%","0,00%",48634,1.020.080.000,0,1,000,000,"0,00%","15,37%"
TELM11,Híbrido,1000,"5,54%","6,36%",101,21.473.600,30.482,1,000,000,"0,00%","0,00%"
TEPP11,Lajes Corporativas,8152,"9,28%","12,69%",84,344.175.000,565.080,5,"10.498,40","1.055,78","10,06%","0,00%"
TGAR11,Híbrido,8765,"11,81%","14,89%",78,2.065.730.000,4.216.630,5,3865,141,"3,64%","0,00%"
THRA11,Lajes Corporativas,13850,"2,96%","0,00%",1452,203.973.000,0,0,000,000,"0,00%","0,00%"
TJKB11,Lajes Corporativas,25100,"7,58%","13,73%",95,292.326.000,79.437,8,"7.897,91",73532,"9,31%","0,00%"
TMPS11,Títulos e Val. Mob.,8194,"12,05%","14,80%",87,80.216.600,248.327,0,000,000,"0,00%","0,00%"
TOPP11,Outros,7113,"6,89%","7,88%",72,322.094.000,416.627,2,"36.738,80","1.327,93","3,61%","19,41%"
TORD11,Híbrido,337,"0,31%","1,92%",57,118.123.000,24.673,0,000,000,"0,00%","0,00%"
TOUR11,Residencial,880,"0,00%","0,00%",0,0,0,3,000,000,"0,00%","0,00%"
TRBL11,Logística,6050,"8,61%","13,49%",64,468.215.000,447.372,6,"1.231,14",21870,"17,76%","0,00%"
TRNT11,Lajes Corporativas,9750,"6,30%","0,07%",55,383.717.000,15.305,1,"6.344,68",61224,"9,65%","34,20%"
TRXB11,Híbrido,13199,"7,17%","15,40%",125,450.594.000,3.335.950,13,"1.863,19",23179,"12,44%","0,00%"
